step	loss
0	3398.248046875
1	3398.036865234375
2	3398.029052734375
3	3398.03125
4	3398.030029296875
5	3398.028076171875
6	3398.029052734375
7	3398.029052734375
8	3398.03173828125
9	3398.03271484375
10	3398.030517578125
