step	r_squared
0	-53.89296340942383
1	-3.2559611797332764
2	-0.057940468192100525
3	-0.00299665005877614
4	0.03223458677530289
5	0.0728948712348938
6	0.10226432234048843
7	0.13013885915279388
8	0.1511293351650238
9	0.18111784756183624
10	0.193719282746315
11	0.20974266529083252
12	0.2213563323020935
13	0.23652611672878265
14	0.2442266196012497
15	0.2681792378425598
16	0.27263569831848145
17	0.29071030020713806
