step	r_squared
0	-43.983097076416016
1	-2.735544443130493
2	-0.0002801662776619196
3	0.05465150624513626
4	0.09165285527706146
5	0.11842382699251175
6	0.14792364835739136
7	0.16245584189891815
8	0.18775373697280884
9	0.20463867485523224
10	0.22177612781524658
11	0.23464487493038177
12	0.2509303689002991
